Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
13,B007G93X66,A21Y403ATOOG2S,"sweetpeamama ""sweetpeamama""",0,0,3,1307145600,Doesn't taste as good as it sounds,"I love white teas and have really enjoyed experimenting with different flavors through Teavana.  Youthberry, White Ayurvedic Chai and Spice of Life are a few of my favorites.  The description of ingredients for Frutto Bianco pearls seems heavenly: kiwi, coconut, and tropical fruit bits.  I read several customer reviews that equated their experience of drinking this tea to lying on a beach in Hawaii (which definitely enticed me!)  However, after thoroughly enjoying most other Teavana white teas, this one was a disappointment.  The aroma (one of my favorite things about these teas) was very mild and not altogether pleasant.  Once brewed, the flavor was just blah.  I only bought a few ounces of it, but it is still here 5 months later.  I am now mixing it up with my other teas just to use it up.  If you prefer a more mellow taste, this may be more appealing to you (and my 7 year old daughter does enjoy the aroma of this one).  Once nice thing about this tea are the ""pearls,"" these white tea leaves are even more unprocessed than other forms and present as lovely round spheres which slowly unfurl once they are brewed."
14,B0009K9D22,A6GMEO3VRY51S,microjoe,4,4,5,1118707200,memories,"You get 24 bags in the case. I remember this vintage '70's candy very well, 30 years ago I used to love to buy it and nibble at the tiny nuggets of gum. The miner themed cloth bag was a cool leftover you could use as a prop with your toys or to carry some treasures around like rocks or your bottlecap collection. I remember the flavor didn't last long after you chewed it, but long enough to get some great flavor. Glad they still make, my son enjoys it now.<br />The seller Hoemtown Favorites at Amazon that carries this sells some great retro food, snacks and soda. Be sure to check it out!"
15,B0009K9D22,A21LJXJSXMW5Q9,"Jackie Richardson ""comedytragedy""",2,2,5,1226793600,fast and friendly,"Gold Mine Gum (24 2oz burlap bags of gold nugget bubble gum per box)<br /><br />Firstly, this company is fast and friendly.  They sent out the product when they said they would and even threw in a free sample of some jerky.<br /><br />Everyone loves the gum.  For older people it is a reminder of childhood.  A bit of happy nostalgia.<br /><br />I bought the product to send out with my voice reel as it has a wild west theme. It is perfect in the little canvass sacks and does just what I needed it to.  I shopped around a lot and this was the best price, including delivery.<br /><br />I will surely buy more when I run out."
16,B0009K9D22,A17HEAVUJTUNCI,Stano,0,0,5,1315008000,Gold nugget bubble gum,"This old time candy fit the theme for our meeting. I found it easily, but needed to be sure it would arrive in time with ground shipping. I submitted a question to the company and they answered immediately. The gold nugget gum was exactly what I expected and it shipped promptly and arrived as promised."
17,B003PP159C,A1QA985ULVCQOB,"Carleen M. Amadio ""Lady Dragonfly""",1,1,5,1292457600,Reminds me of water skiing in the 70's,"When I was younger this was always one of the main staples we had with us every trip. Nari Spiced Sardines and crackers...OMGoodness so good!!!  All the families that went did the same. NO matter if you were skiing in Shasta, or the Delta, or Berryessa, from mothers day on, oh it was a great moment when these got brought out, gone in seconds. They have not changed in all these years. Only difference is the way you open the can, much easier now. But now the Nari Spiced Sardines are heating even harder to find. I have seen many people post )in many sites) as to where they can find them, and it takes a while but you can find them. This is one site for them. No natter what one you get of NARI's brand, you are getting a great sardine, these have more good things for you then any fish out there. LOVE THEM. LOVE THEM!!! ENjoy them when you can. Cheers to you all!"
18,B003PP159C,A1497ZP3YIUJRL,Jose M. Garcia,0,0,4,1313452800,Best tasting sardines ever.........,"This could have been 5 star but the company cannot provide the consumers the product as demanded, I found this kind of sardines at an Oriental store named Lee lee's at the Philippines aisle products together was it's sister brand that is only on tomatoe sauce only. But after getting some of the spiced version this store don't carry them no more due to lack of supplies, hence I end up asking the owner to order some of the Spiced Sardines Nuri  brand but it's been a while probably months that they don't have it no more or they stock small quantity and now can't find it nowhere.....Hence I looked for an alternative and I discovered a new one and thanks to Amazon.com, they always give you other options if you can't find the the product you wanted.....Try the Ramirez Spiced Portuguese Sardines......same taste and it's a lot cheaper...TRY IT.........and you've heard it first from me......"
19,B003PP159C,A1G85RJK7HBU70,"Elena ""Mariposa""",0,0,5,1309478400,Delicious!,"If you are wanting to try sardines with a delicious flavor and are out of the ordinary, this is it!  These are by far the best sardines I have had, and I look forward to ordering more to save for those special moments when I want my sardines to have flavor.  They are not too hot and the laurel and clove spices are so sensual, for a can of sardines, and puts these above all the other brands I love!"
20,B001XCVT1I,A3NEKJTZR2NZQ9,Maestro della Cucina Siciliana,1,1,5,1342915200,Bravo!,Paesanol Sicilian extra virgin olive oil is the real deal!  What a great product and a better bargain for the price. Bravo!
21,B001XCVT1I,A177YZ54I1PWR0,"P. Ike ""compulsive embroiderer""",1,1,5,1323216000,delicious,"This is a rich, full bodied olive oil. It is a great choice for a dish where you want flavor and fragrance. I am not into dipping bread in oil, but this would be grand for that. It really stands out in a salad and tossed with a bit of pasta, can stand on it's own. Well, you would want a shake of salt and a grind of pepper."
22,B001SAQRRQ,A1P79NOD38NQ17,izzy,0,0,5,1348358400,Great Taste!,I had heard that champagne vinegar was good from TV CHEFS and cooking magazines.  I realize now just what I was missing. I highly recommend it.  You won't be disappointed.  A little goes a long way!
23,B001SAQRRQ,A1ADQ0QQL7SS4Y,CB in CO,0,0,5,1276646400,Great!,"I really like this champagne vinegar. There is plenty of taste, but it's not overpowering. I have tried it on fish and vegetables and both were excellent. I also made a salad dressing with it that turned out REALLY good. I highly recommend."
24,B001T3SPEA,A281NPSIMI1C2R,"Rebecca of Amazon ""The Rebecca Review""",4,4,5,1247875200,This is the same as Passionfruit Pulp,"As a child in Africa, I patiently waited for our granadilla vine to produce exotic flowers. Finally a fruit appeared and seemed to age on the vine as it developed a deep purple dimpled skin. Once ripe, the granadillas-or passion fruit-were cut in half and the golden fragrant pulp speckled with black seeds could be strained and used in a variety of desserts and drinks. Here is a favorite recipe using this product.<br /><br />2 (115-gram) cans sweetened granadilla pulp<br />1 cup freshly squeezed orange juice<br />2 tablespoons freshly squeezed lemon juice<br />1/4 cup orange blossom or clover honey<br />2 cups cold water<br />Lemon slices<br />Fresh mint sprigs<br /><br />1. Into a medium bowl, press the granadilla pulp through a sieve with the back of a dessert spoon. Scrape the pulp from<br />the underside of the sieve. Press the pulp from the top until<br />just the seeds remain, discard the seeds.<br /><br />2. Pour the granadilla juice into a glass jug. Strain in the orange and lemon juice, then stir in honey and water. Sweeten more to taste if needed. Ice will dilute the juice slightly.<br /><br />3. Fill 4 tall glasses with ice. Pour juice over ice and serve with a straw, lemon slice and fresh mint sprig.<br /><br />Makes 4 (8-ounce) servings.<br /><br />~The Rebecca Review"
25,B00560QIQY,A1A6Q5CXK89P5G,US Patriot,2,2,5,1326844800,Best cream soda drink ever!!,"Since, I can't get this product at my local stoe or state, I resorted to amazing Amazon!! Free shipping was a plus!! I am so happy now and got my Big Red fix!! Thank you Amazon for selling this product!!"
26,B00560QIQY,A2A0R6KZYXQM9A,Patiack,1,1,5,1330041600,The Best,"If you love Big Red, you will love Big Red Zero.  It tastes just like the original, without the guilt."
27,B00560QIQY,AVSYVH92H3Y64,Jenn,0,0,3,1345593600,Dissapointing...just another diet Big Red,"I should preface this review by noting that I consider myself a Big Red connoisseur...I think I probably drank the stuff out of my baby bottle.  I really love the stuff, and grew up drinking it out of bottles, made ice cream out of it...you name it, I tried it.  However, as I get older I prefer not to consume quite so many calories if I can.  What can I say, there is nothing like the real thing.  I had hopes that the ""zero"" version might be closer to the actual sugary version, but not so (I do realize that most diet sodas taste nothing like their full-sugared counterparts, but I was hopeful).  It still tastes very much of artificial sweetener and I did not notice much of a difference between this and the plain old diet version.  Go for the real thing if you can!  Nonetheless, thank you Amazon for mailing soda to Hawaii!"
28,B00455Y0VG,A29AHUT626V2WR,Kalmairn,3,3,5,1337126400,Great snack - can't stop eating them!,"These are wonderful.<br /><br />I keep a jar of chocolate covered espresso beans on my conference table.  I've bought from many different places with varying quality and consistency, these are hands-down the best I've found.  They keep a constant circulation of people in my office grabbing handfuls and visiting.  It takes only a few days to run through a 2lbs bag.<br /><br />This is a very high quality product.  The consistency of the bean size, the crunch and flavor of the bean, the chocolate coating thickness, the richness and smoothness of the chocolate, the perfect mixture of chocolate to coffee flavor - excellent.<br /><br />One note for the seller, and a caveat for the buy - I'm worried as Texas summer comes that the slow shipping method and small icepack will result in damaged product.  Please look at faster shipping!"
29,B00455Y0VG,A2QKYR8LUEX4I8,"Marjon ""Christ Follower""",3,4,5,1307923200,Dark chocolate covered espresso beans.,"We eat these every day and are glad they're availabe through Amazon.  They are perfect and delicious.  The price is better than we can get anywhere locally at stores.  We live in a small town, and ""locally"" for dark chocolate covered espresso beans is a 45 minute drive away."
30,B001E5DYT4,A62JN3WLP8S6M,John D. Bernstein,22,26,5,1160697600,Illy is by far the best tasting espresso.,"After having Illy at the espresso bars in Italy, well, no other espresso tasted good to me! Illy tastes great made in a good pump espresso machine. It also tastes great made in a steam espresso machine (e.g., a low end Krups) and a Moka (an Italian poor-man's espresso maker). The rich flavor isn't burnt tasting like many espresso roasts. Everyone I've made an Illy espresso for raves over the flavor compard to espresso from chain coffee stores.<br /><br />A tip when brewing espresso using a steam espresso machine:  Shut off the valve before any steaem comes through the coffee.  The high temperature steam will leach unwanted flavors into the coffee.<br /><br />I used to buy Illy at the local stores, but the prices were over $11 per can, sometimes $12. I was happy to see Amazon start carrying it at an even lower price.<br /><br />If you can't find Illy a good runner-up is Lavazza, however, its flavor isn't as intense as Illy."
31,B001E5DYT4,A2I30WO4HD5SJI,Flying Saucer,20,24,5,1196726400,"So far, my favorite pre-ground coffee","I'm comparing this to Lavazza Cafe Espresso and Lavazza In Blue.  I'm not a coffee guru...I can't really go in depth about the flavors, aromas, depth, etc....I can tell you that with Lavazza Cafe Espresso i get a palpable caffeine jolt from a 14 gram double espresso extracted over 20 seconds on my gaggia. Not really fond of the taste. I use Cafe Espresso for iced espressos and americanos. I can sort of taste some chocolate and nutty flavors, it does have a bit of a sweet taste, but it seems to have a lingering bitterness. Lavazza In Blue has a cleaner aftertaste and is more chocolatey. In Blue is a bit smoother as well. Illy Is my favorite, clean after taste, not bitter, smoother than both. Plus it seems to have a bit more caffeine kick...but i think that's just mental or maybe because i drink Illy as a straight shot. If you don't mind spending the money, I would buy Illy. If you find it ludicrous to spend $12 on 8 ounce coffee, which i doubt since you probably have a nice machine if you are reading this, I would buy Lavazza In Blue (i can get it for $8 at World Market). If you just want a preground espresso to make coffee drinks, or iced drinks and don't want to spend too much nor buy a burr grinder and grind your own, i would get the Lavazza Cafe Espresso. Still waiting to try Oro and Illy Dark roast.<br />Lavazza Cafe Espresso would get 3.5/5 from me. In Blue would get 4/5, Illy 4.5/5."
32,B001E5DYT4,A3AF2KO8QNJFM5,"Angela E. Mclaird ""aemoline""",7,7,5,1188000000,The Best Coffee,"This is the coffee that is served in all the ""coffee shops"" in Italy. It is delicious.  We love it so much we purchased 30 cans before we moved back to the United States. It tastes rich and full, especially when you make it with a stove top espresso pot.  If you love real coffee that tastes like coffee than this is the brew for you."
33,B001E5DYT4,AHVWMH76KZJLV,Alison Victoria,4,4,2,1318204800,"Great coffee, terrible price","I love this coffee, but can get it a lot cheaper at my neighborhood grocery store.  35 bucks for two cans is ridiculous!  It's 12 dollars a can at the store.  I expect better prices when I come to Amazon."
34,B001E5DYT4,A29C03E308ZHLS,"MBrian ""ozarksdiva""",6,7,5,1196553600,"Goodbye Starbucks, Hello illy.","I just got the Bialetti Milk and Espresso set and bought this coffee because it was recomended. It is the best coffee I have ever tasted in my life and I no longer need to go to Starbucks. I can make all those amazing drinks at home and mine are even better. I admit the cost is a bit much, but I pour the extra espresso and milk in a container and refrigerate for iced coffee drinks. So I never waste a drop. Also, the cans are neat looking and will make great cannisters in my kitchen cabinets. I love it so much I ordered another espresso/ milk set and more  of this coffee as a gift. I ordered 2 more cans for me too. It is expensive but worth every penny!!! If you still need help to rationalize the cost, I will tell you that i get a big double shot Mochaccino in the morning and one or two servigs of iced coffee later in the day from one tiny pot-6 oz i think.  I believe I got around 15 batches with one can. So figure what one trip to the coffee shop costs x your number of trips per week... uh huh staggering isnt it. So making great coffee at home acutally saves me money. Plus it is just incredibly good coffee. Much better than you can find anywhere else."
35,B001E5DYT4,A2SBQ8UU7UOK8,emmadiane,5,6,5,1168300800,the best coffee ever,I was recently at a very nice restaurant for dinner and this was the coffee they served. It was very rich and delicious. We raved about it so much that our server gave us some of the beans to take home. I've been addicted ever since. This is by far the best price I've been able to find.
36,B001E5DYT4,A2E85K5UL7FVRI,SAM,5,6,5,1244160000,"Great, but NOT FOR MOKA POTS","ATTENTION MOKA POT USERS: If you are looking for an illy espresso for your moka pot, this is NOT it.  Despite what other reviewers are saying, this ""fine grind"" is so very wrong for your Bialetti and it simply will not work.  The coffee will fall through the holes into the bottom reservoir and you'll end up with something that you really won't want to drink.  Learn from my mistake and go get yourself an illy Moka Grind or <a href=""http://www.amazon.com/gp/product/B001E5DYTO"">illy Caffe Normale Whole Bean</a> to grind yourself.<br /><br />With that said, this is great espresso.  I just don't know if my palate is sophisticated enough to make this worth the 2x premium over Lavazza.  If you're a die-hard espresso connoisseur, you'll probably feel like this is worth every penny."
37,B001E5DYT4,A1BABCTZ7OKZQF,Melissa S. Commons,2,2,5,1242691200,Tasty!,"To be fair, I have not tried this in my drip coffee maker, only the Bialetti Moka Express 6-Cup Stovetop Percolator.  The flavor is strong but smooth.  It's not as bitter/acidic as Starbucks (and I like Starbucks alot).  Definitely recommend for the Bialetti.<br /><br />P.S. The tins are nice too. Great for re-use around the house."
38,B001E5DYT4,A1KPSC2U9VNA9R,"K. Rodriguez ""Reader""",2,2,5,1231286400,"For flavor, it is the best I have tried","First of all, I LOVE strong, smooth coffee.  I had previously enjoyed the Illy dark roast espresso, and I thought that a lighter roast might be healthier, since it is roasted with less heat/ time.  I tried this and was not disappointed.  Do I prefer it to the dark (?); I have not decided, but it is equally tasty when made on my stove top percolator.  Increasingly, I am shopping based on ethics AND value, so if anyone knows of an organic coffee as good as this, please post!"
39,B001E5DYT4,A62JN3WLP8S6M,John D. Bernstein,2,2,5,1224892800,Illy is by far the best tasting espresso,"After having Illy at the espresso bars in Italy, well, no other espresso tasted good to me! Illy tastes great made in a good pump espresso machine. It also tastes great made in a steam espresso machine (e.g., a low end Krups) and a Moka (an Italian poor-man's espresso maker). The rich flavor isn't burnt tasting like many espresso roasts. Everyone I've made an Illy espresso for raves over the flavor compard to espresso from chain coffee stores.<br /><br />A tip when brewing espresso using a steam espresso machine: Shut off the valve before any steaem comes through the coffee. The high temperature steam will leach unwanted flavors into the coffee.<br /><br />If you can't find Illy a good runner-up is Lavazza, however, its flavor isn't as intense as Illy."
40,B001E5DYT4,A24U4G7BTHHUMH,"A. J. Winslow ""AJ""",2,2,5,1204156800,Fantastic Espresso!!!!!,I lived in Italy for 3 years and this was predominantly what all cafes used to make their espresso drinks. I am so pleased to be able to get this same high-quality espresso here in the U.S. It is far better than any other espresso in the world. Even so for those well known coffee shops on every corner...no offense to die-hard fans of the well-known chain (I confess I do drink their products when too lazy to make my own).
41,B001E5DYT4,A32B3A4FKXDLFH,B. Rodriguez,2,2,4,1199232000,Espresso coffee,"made espresso with the Bialetti; great cup of coffee, very smooth, very strong and very fine; everything espresso should be; the tin can has a screw on lid, which is great; it tastes just like the real thing, because it is the real thing"
42,B001E5DYT4,A1POH0EH1M3BXJ,Tom Paine,4,5,5,1192579200,Yummy,Makes a delicious cappuccino especially when paired with a Bialetti Mukka.  The best part is popping open a new can and having that wonderful aroma fill the room...nice.
43,B001E5DYT4,A3VD9J3FIVJTF2,iconoclast,4,5,5,1188518400,A Good Price for Great Coffee,"We love Illy coffee, and regularly use it in our espresso machine. We like the black can (espresso) the the green can (decaf) roasts, each in fine grind. Each cannister is vacuum-sealed and has a twist-lock top. It has a long shelf life if not opened, so feel free to take advantage of a good price and buy several cans at once."
44,B001E5DYT4,A2FH1U344T3B8R,"D. Lim ""David""",4,5,5,1173571200,better than starbucks espresso,"I have been drinking starbucks espresso but decided to give this a try, I am so glad i did. This is by far the best espresso i ever had, and yea even better than starbucks!"
45,B001E5DYT4,A1M61VHVHD5GZL,"M. Subramanian ""Mani""",1,1,5,1317081600,Great Coffee - Works great with Espresso machines,"Great Coffee, works great with any espresso machine. I tried other fine grind - espresso coffee from Starbucks/Peets, but this one tastes much better !!"
46,B001E5DYT4,A2QFPZHP2TQSML,lady liberty,1,1,5,1262995200,"Illy Red Band "" Ground Espresso Coffee, Medium Roast, for Espresso Machines ""","This stuff is just fabulous, which is clearly why it gets top magazine ratings for Best Coffee AND why Illy can command such a high price even in this down market. Once you begin your day with it, nothing else seems to measure up.<br /><br />Note that the Illy USA website offers a 6 pack for a dollar less per can ( i.e. $ 78.00 for 6 ) than Amazon's current price for 2 cans - and ordered from Illy any order over $ 75.00 gets free S/H.  It would seem that Amazon should be able to get this price from Illy as well.<br /><br />[ Also Note: the title of this review is coffee-type specific given as labeled on the can itself, since this is the only Illy coffee i have tried. ]"
47,B001E5DYT4,A3HMTILBQJ5SYJ,mav2006,1,1,5,1252713600,Exceptional espresso,"Illy medium grind espresso is perhaps the best espresso or coffee I have ever tasted. I consider myself a coffee connoisseur, and I usually frequent all local coffee shops at any place I visit. My journey started with Nescafe instant when I was a teen, progressed to Starbucks (can't handle the burnt aftertaste), Peets, Green Moutain,etc, found temporary nirvana with Lavazza which I still have time to time, and found permanent nirvana with the Illy brand. The espresso is foamy, smooth, has a wonderful body and just plain delicious. It prompted me to invest in a Gaggia espresso machine just so I can make it at home everyday, and it has become a morning ritual. I enthusiastically recommend this coffee (preferably the medium grind, not the dark grind) if you are a true coffee lover."
48,B001E5DYT4,A27XG8CB0MDE7K,S. Gold,1,1,5,1236902400,The best coffee in the world for the serious coffee drinker!,"If you enjoy a fantastic cup of well roasted (not over-roasted) coffee, then this is for you.  An ultrafine, delicate grind, almost like baby powder, with no waste.  Just pure concentrate of perfect coffee.  I do not work for Illy or Amazon, but simply love my morning cup.<br />Anyway, if you have struggled to find the perfect coffee, as I have, look no further.  In my opinion, this is the most consistantly delicious coffee I've ever had. It comes pressurized in nitrogen I believe, to assure it's freshness.  It is very potent, as the fine grind is intended for use in an espresso maker.  I however, use it in my drip coffee maker with spring water and a paper filter, at about two-thirds the usual strength of a standard drip grind.  Buy some for you, or as a gift for your favorite coffee addict friend. Enjoy!!"
49,B001E5DYT4,A1MYGQ3R2RSMED,M. Santos,1,1,5,1231545600,Good consistent ground coffee,I have just gone through my fourth 8.8 ounce canister and I will be ordering more.  I've had good results using this coffee in my Bialetti 2 cup Brikka.  The grind works well as far as I can tell.  I don't find any of the grinds in the end brew.
50,B001E5DYT4,AGOH8N902URMW,"Zeb ""zebra01""",1,1,5,1231545600,Just amazed!,I have an relatively expensive Gaggia - it is 15 years old. I have tried many brands over the years with fair results. Many very expensive beans - ground and whole. right on the second try after the proper tamping a perfect cup - just like a magazine cover. Outstanding product but expensive. Highly recommended!
51,B001E5DYT4,A2MHFS5WP102TO,"H. Caruso ""Parent of a Teenager""",1,1,5,1217721600,Cafe Delicato,"I was first introduced to Illy in Paris. My friend used it in a drip coffee maker and I couldn't believe how smooth it was, whether the scoop as level or heaping. Stronger maybe, but just as smooth. Moved on to Italy and would only hit coffee bars with the Illy insignia. Could only find it in the Italian North End in Boston, nowhere else. Finally, finally, it started showing up at Whole Foods and I started to buy it again. I've had Kona, I've had Jamaican Blue Mountain- they don't hold a candle to Illy. I use the expresso fine grind in my auto drip. I just use a paper filter and let it go a few minutes over the finished brew alarm because it's so finely ground, it's a slow drip. But it's worth it! I'm not taking a chance with the medium ground for the auto drip. I don't want to muck around with perfection.<br /><br />Introduced it to a special person this summer and I think I can honestly say, I've added a smidgeon to his quality of life."
52,B001E5DYT4,A1YRXXFZ77ITDK,"Michael G. Jameson ""Great guy!""",1,1,5,1216771200,The. Best. Coffee. In. The. World. Period.,"I think the headline says it all.<br /><br />Simply put, I've never had better coffee in my home. With a BUNN machine (Thermos-carafe style) and the filters that fit the BUNN properly, Illy espresso is perfectly brewed every single time. Upon sipping the first cup in the morning I actually say (out loud!) ""Ah, great coffee!""<br /><br />Pricy, yes. But SO worth it."
53,B001E5DYT4,A3KOFAH6G0BP5H,sweetmustard,1,1,3,1208304000,good coffee,"If you like Starbucks, you will love Illy. :) Much better aroma, but similar style (more-or-less over-burnt).<br />My wife prefers it to Lavazza, and I have to oblige. If I were single, I would stick to Lavazza: great aroma, not over-burnt and half the price."
54,B001E5DYT4,A2QX00OIP9TR3D,M. Tilse,3,4,5,1207353600,Tastes as good as the espresso in the Italian coffeeshops,"After a long visit to Italy, my husband tried several brands of coffee and stopped when he tried this one.  He swears by this for the best tasting espresso for at home."
55,B001E5DYT4,A1LYH33TPNQMJZ,Steph W.,5,7,5,1165536000,"Great espresso, Best Price","Once I tried Illy, everything else tasted just OK.  Truly an excellent coffee flavor - smooth, not bitter of overly strong.  And the price is lower than any store I've check and even better than ordering directly from Illy.  At a price of $13 per can, I was ordering five cans at a time to get free shipping.  I love that I only have to order two at a time and it's delivered to my door!"
56,B001E5DYT4,A1VJ6N5YWBDBWW,"M. Su ""More Dessert""",4,6,5,1185408000,It's 3am and I'm wrinting this review and drinking this awesome coffee!,"I'm a walmart coffee kinda guy.  Recently bought a fancy espresso maker and wanted to try a fancy coffee to taste the difference.  Tried this out, its' got excellent taste.  Don't know how to describe it, but in some way, it definitely tasts better.  Hopefully it's not my mind playing games on me cause I paid twice as much for it, but definitely give this a try if you drink coffee at least once a week."
57,B001E5DYT4,A3RZBJGEJS4DEA,"c b ""lupocicci""",0,0,5,1331769600,Consistently the best coffee around,"There's no question - if you want a delightful espresso, get illy coffee. There's no comparsion. Its what many of the very good cafes use in Italy and its what you should use at home.<br /><br />Perfectly ground coffee. Excellent canister that seals effectively to maintain freshness. All around wonderful coffee experience."
58,B001E5DYT4,A3SAE4TJGAXLMD,M. Reavey,0,0,5,1327276800,illy forever,"Love illy coffee. The fine grain grounds, packaging, and taste are all quality. The delivery time was great *prime* and getting a two-for-one helps a ton. Tip: keep it in the freezer for longer lasting flavor. I was stuck in my condo for a solid week due to snow, Illy kept me going..."
59,B001E5DYT4,A3MPH478GHSYES,Victor D,0,0,4,1324512000,Illy Med Roast (Red Band) Espresso,This should passify the espresso drinker.  I use a stove top espresso (Moka) maker and this turned out really well.  Much stronger and richer than Lavazza Cafe Espresso.  Like both for their different tastes.  This has a bite to it.  Highly recommended.
60,B001E5DYT4,A3I9K8CVBH81GX,E.StJohn,0,0,5,1303430400,Great Espresso Blend,The illy pre ground works great for when I travel and can't take my grinder. I would recommend it over and over. It has a subtle taste to it and really works well in lattes.
61,B001E5DYT4,A385SCKGY7RQ0J,WMassGuy,0,0,5,1299715200,"Pricey, but delicious","I have a Cuisinart espresso maker and this is -- by far -- my favorite espresso to brew.  The grind is perfect (others have been too fine and clog the machine), the flavor is smooth and delicious.  A little pricey, but worth it!"
62,B001E5DYT4,A2VHAAQ8MCYAPB,"Mark Twain ""MT""",0,0,4,1262649600,"Great coffee, but....","Great coffee. Makes excellent espresso. Lots of crema, nice aroma, well-balanced flavor.<br /><br />This stuff sells for $11 a can at my neighborhood (California) grocery store, so I think Amazon is over-charging a bit. If you can't find it elsewhere for less, though, at least Amazon has free shipping..."
63,B001E5DYT4,A29JCKJ4P4T9FU,"suzicutieee ""suzicutieee""",0,0,5,1260576000,Great Coffee,This is the best coffee ever.  It a wonderful flavor and has no bitter aftertaste.  It is very much worth the money.
64,B001E5DYT4,A1RKVR2CBAFNRE,JÃ¼rgen,0,0,5,1255392000,Great for drip-brewing too!,Illy medium roast is one the best ground coffees around. I brew it drip-style with a Melitta 102 filter cone and get a perfect brew every time. This is one of the rare coffees that can be brewed very strong and still taste smooth. I pay about 6 euro a can locally but is well worth it. Illy medium roast is a great coffee that I highly recommend.
